"Plot Title: EASY04927_CO_Flow_Temp"
"#","Date Time, GMT-05:00","Volt, V (LGR S/N: 10883702, SEN S/N: 10883702, LBL: EZF CO wkg)","Volt, V (LGR S/N: 10883702, SEN S/N: 10883702, LBL: EZF CO aux)","Volt, V (LGR S/N: 10883702, SEN S/N: 10883702, LBL: Flow)","Volt, V (LGR S/N: 10883702, SEN S/N: 10883702, LBL: CO HIgh)","Host Connected (LGR S/N: 10883702)","Stopped (LGR S/N: 10883702)","End Of File (LGR S/N: 10883702)"
4394,11/14/24 02:13:13 PM,0.38331,0.29683,1.36107,0.38489,,,
4395,11/14/24 02:13:14 PM,0.38388,0.29580,1.90066,0.38709,,,
4396,11/14/24 02:13:15 PM,0.37949,0.29557,2.06336,0.38343,,,
4397,11/14/24 02:13:16 PM,0.38071,0.29580,1.72660,0.38160,,,
4398,11/14/24 02:13:17 PM,0.37961,0.29702,1.36458,0.38233,,,
4399,11/14/24 02:13:18 PM,0.38258,0.29709,1.75971,0.38379,,,
4400,11/14/24 02:13:19 PM,0.38239,0.29683,2.02495,0.38306,,,
4401,11/14/24 02:13:20 PM,0.38338,0.29767,1.87697,0.38343,,,
4402,11/14/24 02:13:21 PM,0.37858,0.29553,1.40864,0.38306,,,
4403,11/14/24 02:13:22 PM,0.38247,0.29496,1.75128,0.38526,,,
4404,11/14/24 02:13:23 PM,0.38220,0.29477,1.98856,0.38343,,,
4405,11/14/24 02:13:24 PM,0.38174,0.29599,2.00572,0.38526,,,
4406,11/14/24 02:13:25 PM,0.38174,0.29625,1.85100,0.38489,,,
4407,11/14/24 02:13:26 PM,0.38045,0.29564,1.46159,0.38196,,,
4408,11/14/24 02:13:27 PM,0.38083,0.29603,1.40463,0.38453,,,
4409,11/14/24 02:13:28 PM,0.38346,0.29454,1.82261,0.38343,,,
4410,11/14/24 02:13:29 PM,0.38087,0.29469,2.00969,0.38233,,,
4411,11/14/24 02:13:30 PM,0.38014,0.29461,1.99775,0.38050,,,
4412,11/14/24 02:13:31 PM,0.38010,0.29744,1.85103,0.38379,,,
4413,11/14/24 02:13:32 PM,0.38224,0.29641,1.47539,0.38233,,,
4414,11/14/24 02:13:33 PM,0.38033,0.29576,1.40936,0.38306,,,
4415,11/14/24 02:13:34 PM,0.38266,0.29587,1.89307,0.38636,,,
4416,11/14/24 02:13:35 PM,0.38132,0.29351,2.03639,0.38526,,,
4417,11/14/24 02:13:36 PM,0.38209,0.29553,1.82853,0.38636,,,
4418,11/14/24 02:13:37 PM,0.38308,0.29591,1.42355,0.38233,,,
4419,11/14/24 02:13:38 PM,0.38319,0.29622,1.80762,0.38379,,,
4420,11/14/24 02:13:39 PM,0.38224,0.29469,2.02632,0.38233,,,
4421,11/14/24 02:13:40 PM,0.38205,0.29671,1.93309,0.38306,,,
4422,11/14/24 02:13:41 PM,0.37942,0.29423,1.40288,0.38160,,,
4423,11/14/24 02:13:42 PM,0.38025,0.29332,1.69184,0.38123,,,
4424,11/14/24 02:13:43 PM,0.38205,0.29541,2.03662,0.38453,,,
4425,11/14/24 02:13:44 PM,0.38235,0.29572,1.98676,0.38489,,,
4426,11/14/24 02:13:45 PM,0.38254,0.29583,1.65766,0.38599,,,
4427,11/14/24 02:13:46 PM,0.38025,0.29644,1.43133,0.38343,,,
4428,11/14/24 02:13:47 PM,0.38243,0.29595,1.93050,0.38379,,,
4429,11/14/24 02:13:48 PM,0.38155,0.29381,2.03540,0.38270,,,
4430,11/14/24 02:13:49 PM,0.38231,0.29454,1.76432,0.38563,,,
4431,11/14/24 02:13:50 PM,0.38212,0.29404,1.45609,0.38709,,,
4432,11/14/24 02:13:51 PM,0.38392,0.29591,1.99748,0.38526,,,
4433,11/14/24 02:13:52 PM,0.38247,0.29446,1.98684,0.38526,,,
4434,11/14/24 02:13:53 PM,0.38376,0.29541,1.57542,0.38453,,,
4435,11/14/24 02:13:54 PM,0.38338,0.29274,1.54944,0.38196,,,
4436,11/14/24 02:13:55 PM,0.38296,0.29419,2.01461,0.38416,,,
4437,11/14/24 02:13:56 PM,0.38151,0.29274,2.00729,0.38306,,,
4438,11/14/24 02:13:57 PM,0.38170,0.29549,2.01202,0.38379,,,
4439,11/14/24 02:13:58 PM,0.38022,0.29335,1.94949,0.38233,,,
4440,11/14/24 02:13:59 PM,0.38235,0.29309,1.72885,0.38306,,,
4441,11/14/24 02:14:00 PM,0.38197,0.29458,1.39326,0.38233,,,
4442,11/14/24 02:14:01 PM,0.37972,0.29408,1.58946,0.38013,,,
4443,11/14/24 02:14:02 PM,0.38186,0.29545,2.02605,0.38416,,,
4444,11/14/24 02:14:03 PM,0.37926,0.29328,2.03147,0.38343,,,
4445,11/14/24 02:14:04 PM,0.38052,0.29454,1.74590,0.38123,,,
4446,11/14/24 02:14:05 PM,0.37926,0.29423,1.37339,0.38416,,,
4447,11/14/24 02:14:06 PM,0.38396,0.29381,1.76200,0.38526,,,
4448,11/14/24 02:14:07 PM,0.38319,0.29408,2.02602,0.38379,,,
4449,11/14/24 02:14:08 PM,0.38293,0.29465,1.99893,0.38050,,,
4450,11/14/24 02:14:09 PM,0.38319,0.29648,1.81838,0.38563,,,
4451,11/14/24 02:14:10 PM,0.38102,0.29435,1.48005,0.37867,,,
4452,11/14/24 02:14:11 PM,0.38296,0.29458,1.45094,0.38343,,,
4453,11/14/24 02:14:12 PM,0.38369,0.29244,1.71977,0.38379,,,
4454,11/14/24 02:14:13 PM,0.38300,0.29484,2.04994,0.38599,,,
4455,11/14/24 02:14:14 PM,0.38464,0.29694,2.01667,0.38892,,,
4456,11/14/24 02:14:15 PM,0.38472,0.29339,2.03273,0.38709,,,
4457,11/14/24 02:14:16 PM,0.38289,0.29202,2.04326,0.38599,,,
4458,11/14/24 02:14:17 PM,0.38140,0.29427,2.04192,0.38563,,,
4459,11/14/24 02:14:18 PM,0.38685,0.29286,1.99054,0.38819,,,
4460,11/14/24 02:14:19 PM,0.38567,0.29698,1.87018,0.38892,,,
4461,11/14/24 02:14:20 PM,0.38449,0.29633,1.49756,0.38746,,,
4462,11/14/24 02:14:21 PM,0.38270,0.29370,1.41066,0.38709,,,
4463,11/14/24 02:14:22 PM,0.38525,0.29267,1.98581,0.38599,,,
4464,11/14/24 02:14:23 PM,0.38659,0.29339,2.03674,0.38636,,,
4465,11/14/24 02:14:24 PM,0.38556,0.29080,1.85512,0.38416,,,
4466,11/14/24 02:14:25 PM,0.37964,0.29545,1.36248,0.38233,,,
4467,11/14/24 02:14:26 PM,0.37945,0.29606,1.52857,0.38196,,,
4468,11/14/24 02:14:27 PM,0.38025,0.29545,1.95724,0.38050,,,
4469,11/14/24 02:14:28 PM,0.37865,0.29465,2.01198,0.38233,,,
4470,11/14/24 02:14:29 PM,0.38239,0.29522,1.89204,0.38343,,,
4471,11/14/24 02:14:30 PM,0.37911,0.29431,1.49908,0.38453,,,
4472,11/14/24 02:14:31 PM,0.38193,0.29526,1.37396,0.38563,,,
4473,11/14/24 02:14:32 PM,0.38125,0.29572,1.95357,0.38306,,,
4474,11/14/24 02:14:33 PM,0.38025,0.29564,2.03513,0.38416,,,
4475,11/14/24 02:14:34 PM,0.38254,0.29614,1.89288,0.38343,,,
4476,11/14/24 02:14:35 PM,0.38186,0.29519,1.60208,0.38160,,,
4477,11/14/24 02:14:36 PM,0.38315,0.29583,1.37903,0.38489,,,
4478,11/14/24 02:14:37 PM,0.38445,0.29522,1.70081,0.38196,,,
4479,11/14/24 02:14:38 PM,0.37655,0.29412,2.03876,0.37684,,,
4480,11/14/24 02:14:39 PM,0.37663,0.29488,2.02941,0.38160,,,
4481,11/14/24 02:14:40 PM,0.37816,0.29473,2.02632,0.38123,,,
4482,11/14/24 02:14:41 PM,0.37987,0.29568,1.94747,0.38160,,,
4483,11/14/24 02:14:42 PM,0.38067,0.29534,1.83616,0.38343,,,
4484,11/14/24 02:14:43 PM,0.38163,0.29366,1.82399,0.38526,,,
4485,11/14/24 02:14:44 PM,0.38308,0.29328,1.59171,0.38343,,,
4486,11/14/24 02:14:45 PM,0.38067,0.29431,1.40948,0.38306,,,
4487,11/14/24 02:14:46 PM,0.38445,0.29423,1.68494,0.38453,,,
4488,11/14/24 02:14:47 PM,0.38220,0.29397,1.99416,0.38343,,,
4489,11/14/24 02:14:48 PM,0.38518,0.29282,2.02152,0.38672,,,
4490,11/14/24 02:14:49 PM,0.38529,0.29290,1.92836,0.38599,,,
4491,11/14/24 02:14:50 PM,0.38514,0.29332,1.77005,0.38599,,,
4492,11/14/24 02:14:51 PM,0.38300,0.29503,1.41836,0.38453,,,
4493,11/14/24 02:14:52 PM,0.38293,0.29358,1.38006,0.38343,,,
4494,11/14/24 02:14:53 PM,0.38273,0.29397,1.86076,0.38416,,,
4495,11/14/24 02:14:54 PM,0.38056,0.29301,2.00011,0.38270,,,
4496,11/14/24 02:14:55 PM,0.38346,0.29664,2.03330,0.38453,,,
4497,11/14/24 02:14:56 PM,0.38136,0.29442,1.98512,0.38379,,,
4498,11/14/24 02:14:57 PM,0.37953,0.29728,1.71595,0.38233,,,
4499,11/14/24 02:14:58 PM,0.38201,0.29458,1.42123,0.38233,,,
4500,11/14/24 02:14:59 PM,0.38251,0.29480,1.52361,0.38123,,,
4501,11/14/24 02:15:00 PM,0.38235,0.29488,1.84955,0.38453,,,
4502,11/14/24 02:15:01 PM,0.38647,0.29564,2.06043,0.38526,,,
4503,11/14/24 02:15:02 PM,0.38243,0.29503,2.02987,0.38196,,,
4504,11/14/24 02:15:03 PM,0.38117,0.29747,2.01091,0.38270,,,
4505,11/14/24 02:15:04 PM,0.37823,0.29549,1.96822,0.38087,,,
4506,11/14/24 02:15:05 PM,0.38170,0.29500,1.78096,0.38416,,,
4507,11/14/24 02:15:06 PM,0.38300,0.29599,1.49279,0.38123,,,
4508,11/14/24 02:15:07 PM,0.38022,0.29568,1.44167,0.38343,,,
4509,11/14/24 02:15:08 PM,0.38140,0.29515,1.87179,0.38709,,,
4510,11/14/24 02:15:09 PM,0.38376,0.29377,2.01720,0.38563,,,
4511,11/14/24 02:15:10 PM,0.38441,0.29511,2.01427,0.38160,,,
4512,11/14/24 02:15:11 PM,0.38338,0.29625,1.79290,0.38123,,,
4513,11/14/24 02:15:12 PM,0.38186,0.29374,1.45098,0.38270,,,
4514,11/14/24 02:15:13 PM,0.37968,0.29370,1.51198,0.38416,,,
4515,11/14/24 02:15:14 PM,0.38216,0.29660,1.99172,0.38416,,,
4516,11/14/24 02:15:15 PM,0.38003,0.29370,2.03601,0.38416,,,
4517,11/14/24 02:15:16 PM,0.38167,0.29538,1.96315,0.38343,,,
4518,11/14/24 02:15:17 PM,0.38300,0.29595,1.85004,0.38306,,,
4519,11/14/24 02:15:18 PM,0.38079,0.29221,1.41917,0.38379,,,
4520,11/14/24 02:15:19 PM,0.38251,0.29583,1.42821,0.38233,,,
4521,11/14/24 02:15:20 PM,0.38014,0.29309,1.96483,0.38123,,,
4522,11/14/24 02:15:21 PM,0.38148,0.29068,2.02873,0.37903,,,
4523,11/14/24 02:15:22 PM,0.38315,0.29435,1.88479,0.38270,,,
4524,11/14/24 02:15:23 PM,0.38186,0.29492,1.54707,0.38416,,,
4525,11/14/24 02:15:24 PM,0.38296,0.29625,1.43290,0.38489,,,
4526,11/14/24 02:15:25 PM,0.38205,0.29652,1.74128,0.38416,,,
4527,11/14/24 02:15:26 PM,0.38113,0.29347,2.02956,0.38526,,,
4528,11/14/24 02:15:27 PM,0.38132,0.29652,2.04837,0.38709,,,
4529,11/14/24 02:15:28 PM,0.38289,0.29877,1.84234,0.38416,,,
4530,11/14/24 02:15:29 PM,0.38167,0.29492,1.43931,0.38489,,,
4531,11/14/24 02:15:30 PM,0.38079,0.29427,1.44873,0.38453,,,
4532,11/14/24 02:15:31 PM,0.38354,0.29366,1.85588,0.38270,,,
4533,11/14/24 02:15:32 PM,0.38140,0.29377,1.99916,0.38416,,,
4534,11/14/24 02:15:33 PM,0.38251,0.29629,1.99207,0.38306,,,
4535,11/14/24 02:15:34 PM,0.38163,0.29431,1.70390,0.38233,,,
4536,11/14/24 02:15:35 PM,0.38193,0.29416,1.50805,0.38233,,,
4537,11/14/24 02:15:36 PM,0.37930,0.29500,2.03864,0.38343,,,
4538,11/14/24 02:15:37 PM,0.38251,0.29473,2.01865,0.38270,,,
4539,11/14/24 02:15:38 PM,0.38289,0.29622,1.67636,0.38416,,,
4540,11/14/24 02:15:39 PM,0.38140,0.29694,1.46281,0.38563,,,
4541,11/14/24 02:15:40 PM,0.38083,0.29629,1.61784,0.38343,,,
4542,11/14/24 02:15:41 PM,0.38464,0.29377,2.01808,0.38563,,,
4543,11/14/24 02:15:42 PM,0.38132,0.29465,2.05539,0.38379,,,
4544,11/14/24 02:15:43 PM,0.38300,0.29641,1.79885,0.38563,,,
4545,11/14/24 02:15:44 PM,0.38514,0.29744,1.42737,0.38270,,,
4546,11/14/24 02:15:45 PM,0.38560,0.29732,1.47658,0.38746,,,
4547,11/14/24 02:15:46 PM,0.38415,0.29747,1.98939,0.38709,,,
4548,11/14/24 02:15:47 PM,0.38273,0.29683,2.05749,0.38416,,,
4549,11/14/24 02:15:48 PM,0.38296,0.29850,1.76131,0.38233,,,
4550,11/14/24 02:15:49 PM,0.38003,0.29732,1.41695,0.38563,,,
4551,11/14/24 02:15:50 PM,0.38453,0.29732,1.54578,0.38343,,,
4552,11/14/24 02:15:51 PM,0.38128,0.29412,2.03979,0.38416,,,
4553,11/14/24 02:15:52 PM,0.38357,0.29583,1.94663,0.38343,,,
4554,11/14/24 02:15:53 PM,0.38312,0.29671,1.64229,0.38563,,,
4555,11/14/24 02:15:54 PM,0.38281,0.29347,1.43614,0.38416,,,
4556,11/14/24 02:15:55 PM,0.38399,0.29580,1.56741,0.38416,,,
4557,11/14/24 02:15:56 PM,0.38212,0.29446,1.88743,0.38489,,,
4558,11/14/24 02:15:57 PM,0.38216,0.29400,2.03079,0.38306,,,
4559,11/14/24 02:15:58 PM,0.38155,0.29469,2.02773,0.38233,,,
4560,11/14/24 02:15:59 PM,0.38151,0.29629,2.01774,0.38306,,,
4561,11/14/24 02:16:00 PM,0.38071,0.29385,2.04795,0.38270,,,
4562,11/14/24 02:16:01 PM,0.38087,0.29438,1.96918,0.38306,,,
4563,11/14/24 02:16:02 PM,0.38342,0.29572,1.82815,0.38270,,,
4564,11/14/24 02:16:03 PM,0.37930,0.29366,1.50568,0.38160,,,
4565,11/14/24 02:16:04 PM,0.38045,0.29568,1.44152,0.38270,,,
4566,11/14/24 02:16:05 PM,0.38334,0.29473,1.56062,0.38526,,,
4567,11/14/24 02:16:06 PM,0.38148,0.29675,1.94667,0.38416,,,
4568,11/14/24 02:16:07 PM,0.38273,0.29530,2.01690,0.38599,,,
4569,11/14/24 02:16:08 PM,0.38277,0.29412,2.02312,0.38453,,,
4570,11/14/24 02:16:09 PM,0.38327,0.29786,2.02976,0.38489,,,
4571,11/14/24 02:16:10 PM,0.38437,0.29377,2.02361,0.38306,,,
4572,11/14/24 02:16:11 PM,0.38117,0.29267,2.02689,0.38270,,,
4573,11/14/24 02:16:12 PM,0.38254,0.29545,2.01755,0.38306,,,
4574,11/14/24 02:16:13 PM,0.38205,0.29530,2.02018,0.38270,,,
4575,11/14/24 02:16:14 PM,0.38254,0.29381,2.00919,0.38636,,,
4576,11/14/24 02:16:15 PM,0.38064,0.29515,1.74311,0.38196,,,
4577,11/14/24 02:16:16 PM,0.37964,0.29412,1.43038,0.38123,,,
4578,11/14/24 02:16:17 PM,0.38029,0.29568,1.40295,0.38343,,,
4579,11/14/24 02:16:18 PM,0.38018,0.29603,1.52689,0.38196,,,
4580,11/14/24 02:16:19 PM,0.38109,0.29412,1.78611,0.38196,,,
4581,11/14/24 02:16:20 PM,0.38190,0.29362,1.95686,0.38343,,,
4582,11/14/24 02:16:21 PM,0.38392,0.29332,2.01114,0.38379,,,
4583,11/14/24 02:16:22 PM,0.38163,0.29114,1.98810,0.38233,,,
4584,11/14/24 02:16:23 PM,0.38037,0.29404,1.82746,0.38160,,,
4585,11/14/24 02:16:24 PM,0.37922,0.29267,1.40146,0.38196,,,
4586,11/14/24 02:16:25 PM,0.37987,0.29374,1.42565,0.38343,,,
4587,11/14/24 02:16:26 PM,0.38418,0.29660,1.97147,0.38416,,,
4588,11/14/24 02:16:27 PM,0.38430,0.29511,2.04280,0.38270,,,
4589,11/14/24 02:16:28 PM,0.38212,0.29538,1.80068,0.38489,,,
4590,11/14/24 02:16:29 PM,0.38190,0.29625,1.42981,0.38087,,,
4591,11/14/24 02:16:30 PM,0.38033,0.29576,1.63989,0.38306,,,
4592,11/14/24 02:16:31 PM,0.38193,0.29465,2.02075,0.38306,,,
4593,11/14/24 02:16:32 PM,0.38296,0.29377,2.02773,0.38489,,,
4594,11/14/24 02:16:33 PM,0.38148,0.29435,1.88548,0.38379,,,
4595,11/14/24 02:16:34 PM,0.38193,0.29503,1.47490,0.38416,,,
4596,11/14/24 02:16:35 PM,0.38079,0.29496,1.39269,0.38489,,,
4597,11/14/24 02:16:36 PM,0.38518,0.29324,2.03696,0.38599,,,
4598,11/14/24 02:16:37 PM,0.38460,0.29519,2.03700,0.38233,,,
4599,11/14/24 02:16:38 PM,0.38334,0.29629,1.80308,0.38343,,,
4600,11/14/24 02:16:39 PM,0.38270,0.29599,1.40539,0.38343,,,
4601,11/14/24 02:16:40 PM,0.38125,0.29576,1.74170,0.38489,,,
4602,11/14/24 02:16:41 PM,0.38327,0.29393,2.05322,0.38270,,,
4603,11/14/24 02:16:42 PM,0.38273,0.29347,2.04040,0.38599,,,
4604,11/14/24 02:16:43 PM,0.38571,0.29564,1.97387,0.38599,,,
4605,11/14/24 02:16:44 PM,0.38106,0.29622,1.87648,0.38343,,,
4606,11/14/24 02:16:45 PM,0.38338,0.29587,1.74842,0.38489,,,
4607,11/14/24 02:16:46 PM,0.38106,0.29648,1.40898,0.38489,,,
4608,11/14/24 02:16:47 PM,0.38258,0.29545,1.46437,0.38306,,,
4609,11/14/24 02:16:48 PM,0.38437,0.29618,1.77260,0.38599,,,
4610,11/14/24 02:16:49 PM,0.38327,0.29610,2.04688,0.38819,,,
4611,11/14/24 02:16:50 PM,0.38392,0.29366,1.99958,0.38416,,,
4612,11/14/24 02:16:51 PM,0.38121,0.29522,1.74201,0.38306,,,
4613,11/14/24 02:16:52 PM,0.38125,0.29347,1.42897,0.38416,,,
4614,11/14/24 02:16:53 PM,0.38533,0.29438,1.45087,0.38709,,,
4615,11/14/24 02:16:54 PM,0.38392,0.29381,1.86820,0.38379,,,
4616,11/14/24 02:16:55 PM,0.38296,0.29328,2.02949,0.38196,,,
4617,11/14/24 02:16:56 PM,0.38190,0.29274,1.98947,0.38379,,,
4618,11/14/24 02:16:57 PM,0.37938,0.29545,1.85359,0.38196,,,
4619,11/14/24 02:16:58 PM,0.37896,0.29530,1.65736,0.38123,,,
4620,11/14/24 02:16:59 PM,0.37881,0.29438,1.40005,0.38196,,,
4621,11/14/24 02:17:00 PM,0.38167,0.29549,1.42985,0.38343,,,
4622,11/14/24 02:17:01 PM,0.38346,0.29530,1.45903,0.38087,,,
4623,11/14/24 02:17:02 PM,0.38037,0.29465,1.81632,0.38416,,,
4624,11/14/24 02:17:03 PM,0.38548,0.29416,1.96338,0.38343,,,
4625,11/14/24 02:17:04 PM,0.38388,0.29564,2.02399,0.38270,,,
4626,11/14/24 02:17:05 PM,0.38327,0.29374,1.87526,0.38636,,,
4627,11/14/24 02:17:06 PM,0.38354,0.29442,1.48623,0.38416,,,
4628,11/14/24 02:17:07 PM,0.38251,0.29454,1.56065,0.38526,,,
4629,11/14/24 02:17:08 PM,0.38022,0.29282,1.96529,0.38306,,,
4630,11/14/24 02:17:09 PM,0.38087,0.29110,2.02529,0.38489,,,
4631,11/14/24 02:17:10 PM,0.38167,0.29187,1.88254,0.38379,,,
4632,11/14/24 02:17:11 PM,0.38014,0.29210,1.39773,0.38379,,,
4633,11/14/24 02:17:12 PM,0.38220,0.29400,1.72786,0.38379,,,
4634,11/14/24 02:17:13 PM,0.38312,0.29637,2.01411,0.38343,,,
4635,11/14/24 02:17:14 PM,0.38285,0.29545,1.97646,0.38379,,,
4636,11/14/24 02:17:15 PM,0.37999,0.29492,1.85157,0.38306,,,
4637,11/14/24 02:17:16 PM,0.38132,0.29442,1.54757,0.38306,,,
4638,11/14/24 02:17:17 PM,0.38094,0.29294,1.42718,0.38379,,,
4639,11/14/24 02:17:18 PM,0.38136,0.29404,1.75433,0.38233,,,
4640,11/14/24 02:17:19 PM,0.38212,0.29229,2.00626,0.38196,,,
4641,11/14/24 02:17:20 PM,0.38254,0.29515,2.03750,0.38379,,,
4642,11/14/24 02:17:21 PM,0.38167,0.29534,1.83486,0.38489,,,
4643,11/14/24 02:17:22 PM,0.38407,0.29698,1.47177,0.38453,,,
4644,11/14/24 02:17:23 PM,0.38167,0.29416,1.72663,0.38563,,,
4645,11/14/24 02:17:24 PM,0.38350,0.29545,2.02678,0.38453,,,
4646,11/14/24 02:17:25 PM,0.38178,0.29728,2.02075,0.38453,,,
4647,11/14/24 02:17:26 PM,0.38254,0.29492,1.71771,0.38599,,,
4648,11/14/24 02:17:27 PM,0.38388,0.29595,1.41550,0.38453,,,
4649,11/14/24 02:17:28 PM,0.38197,0.29519,1.75845,0.38636,,,
4650,11/14/24 02:17:29 PM,0.38483,0.29763,2.02113,0.38453,,,
4651,11/14/24 02:17:30 PM,0.38487,0.29736,2.02037,0.38453,,,
4652,11/14/24 02:17:31 PM,0.38449,0.29625,1.72255,0.38453,,,
4653,11/14/24 02:17:32 PM,0.38308,0.29427,1.41390,0.38709,,,
4654,11/14/24 02:17:33 PM,0.38258,0.29435,1.75006,0.38233,,,
4655,11/14/24 02:17:34 PM,0.38418,0.29541,2.01499,0.38526,,,
4656,11/14/24 02:17:35 PM,0.38323,0.29313,2.03227,0.38636,,,
4657,11/14/24 02:17:36 PM,0.38125,0.29366,1.79023,0.38233,,,
4658,11/14/24 02:17:37 PM,0.38052,0.29423,1.46422,0.38233,,,
4659,11/14/24 02:17:38 PM,0.38327,0.29427,1.45407,0.38160,,,
4660,11/14/24 02:17:39 PM,0.37858,0.29614,1.95922,0.37903,,,
4661,11/14/24 02:17:40 PM,0.38010,0.29667,2.04353,0.38233,,,
4662,11/14/24 02:17:41 PM,0.37976,0.29419,1.76757,0.38343,,,
4663,11/14/24 02:17:42 PM,0.38231,0.29492,1.42992,0.38343,,,
4664,11/14/24 02:17:43 PM,0.38224,0.29400,1.78168,0.38526,,,
4665,11/14/24 02:17:44 PM,0.38296,0.29431,2.06622,0.38672,,,
4666,11/14/24 02:17:45 PM,0.38094,0.29473,1.99432,0.38453,,,
4667,11/14/24 02:17:46 PM,0.38361,0.29641,1.70512,0.38416,,,
4668,11/14/24 02:17:47 PM,0.38399,0.29351,1.41592,0.38379,,,
4669,11/14/24 02:17:48 PM,0.38388,0.29438,1.42580,0.38233,,,
4670,11/14/24 02:17:49 PM,0.38209,0.29503,1.86942,0.38379,,,
4671,11/14/24 02:17:50 PM,0.38109,0.29282,2.01167,0.38379,,,
4672,11/14/24 02:17:51 PM,0.38621,0.29221,1.97757,0.38416,,,
4673,11/14/24 02:17:52 PM,0.38247,0.29343,1.84924,0.38453,,,
4674,11/14/24 02:17:53 PM,0.38327,0.29404,1.43584,0.38672,,,
4675,11/14/24 02:17:54 PM,0.38388,0.29210,1.42691,0.38526,,,
4676,11/14/24 02:17:55 PM,0.38289,0.29320,1.50763,0.38416,,,
4677,11/14/24 02:17:56 PM,0.38270,0.29603,1.56226,0.38087,,,
4678,11/14/24 02:17:57 PM,0.38396,0.29530,1.77939,0.38746,,,
4679,11/14/24 02:17:58 PM,0.38315,0.29400,1.89643,0.38526,,,
4680,11/14/24 02:17:59 PM,0.38407,0.29500,2.03819,0.38819,,,
4681,11/14/24 02:18:00 PM,0.38396,0.29358,2.02045,0.38343,,,
4682,11/14/24 02:18:01 PM,0.38331,0.29282,2.02327,0.38526,,,
4683,11/14/24 02:18:02 PM,0.38338,0.29183,1.88479,0.38636,,,
4684,11/14/24 02:18:03 PM,0.38293,0.29274,1.82925,0.38416,,,
4685,11/14/24 02:18:04 PM,0.38205,0.29274,1.75223,0.38343,,,
4686,11/14/24 02:18:05 PM,0.38285,0.29316,1.69265,0.38526,,,
4687,11/14/24 02:18:06 PM,0.38289,0.29255,1.73888,0.38343,,,
4688,11/14/24 02:18:07 PM,0.37873,0.29358,1.36175,0.38306,,,
4689,11/14/24 02:18:08 PM,0.37999,0.29137,1.41329,0.38233,,,
4690,11/14/24 02:18:09 PM,0.37575,0.29236,1.42248,0.37757,,,
4691,11/14/24 02:18:10 PM,0.37739,0.29301,1.82990,0.38160,,,
4692,11/14/24 02:18:11 PM,0.37999,0.29282,2.01320,0.38123,,,
4693,11/14/24 02:18:12 PM,0.38132,0.29488,1.98577,0.38233,,,
4694,11/14/24 02:18:13 PM,0.38136,0.29477,1.84897,0.38343,,,
4695,11/14/24 02:18:14 PM,0.38163,0.29629,1.51919,0.38453,,,
4696,11/14/24 02:18:15 PM,0.37995,0.29614,1.42283,0.38343,,,
4697,11/14/24 02:18:16 PM,0.37835,0.29393,1.39982,0.38196,,,
4698,11/14/24 02:18:17 PM,0.38216,0.29438,1.55955,0.38233,,,
4699,11/14/24 02:18:18 PM,0.37907,0.29515,1.98264,0.38233,,,
4700,11/14/24 02:18:19 PM,0.38251,0.29747,2.02850,0.38379,,,
4701,11/14/24 02:18:20 PM,0.38197,0.29606,2.00881,0.38379,,,
4702,11/14/24 02:18:21 PM,0.38178,0.29572,1.78851,0.38453,,,
4703,11/14/24 02:18:22 PM,0.38159,0.29427,1.50599,0.38416,,,
4704,11/14/24 02:18:23 PM,0.38361,0.29690,1.38834,0.38636,,,
4705,11/14/24 02:18:24 PM,0.38373,0.29667,1.83631,0.38416,,,
4706,11/14/24 02:18:25 PM,0.38308,0.29412,2.00061,0.38453,,,
4707,11/14/24 02:18:26 PM,0.38300,0.29667,1.90623,0.38489,,,
4708,11/14/24 02:18:27 PM,0.38106,0.29423,1.66491,0.38489,,,
4709,11/14/24 02:18:28 PM,0.38376,0.29522,1.40616,0.38453,,,
4710,11/14/24 02:18:29 PM,0.38331,0.29515,1.92458,0.38453,,,
4711,11/14/24 02:18:30 PM,0.38254,0.29351,2.02186,0.38343,,,
4712,11/14/24 02:18:31 PM,0.38251,0.29450,1.98676,0.38379,,,
4713,11/14/24 02:18:32 PM,0.38193,0.29458,1.75063,0.38453,,,
4714,11/14/24 02:18:33 PM,0.38209,0.29377,1.43179,0.38270,,,
4715,11/14/24 02:18:34 PM,0.37949,0.29606,1.47776,0.38123,,,
4716,11/14/24 02:18:35 PM,0.38415,0.29519,1.88010,0.38636,,,
4717,11/14/24 02:18:36 PM,0.38190,0.29686,2.01328,0.38123,,,
4718,11/14/24 02:18:37 PM,0.38224,0.29522,2.01175,0.38270,,,
4719,11/14/24 02:18:38 PM,0.38308,0.29683,1.87694,0.38599,,,
4720,11/14/24 02:18:39 PM,0.38350,0.29671,1.41314,0.38599,,,
4721,11/14/24 02:18:40 PM,0.38125,0.29553,1.64385,0.38416,,,
4722,11/14/24 02:18:41 PM,0.38422,0.29316,2.01785,0.38416,,,
4723,11/14/24 02:18:42 PM,0.38430,0.29465,1.98234,0.38453,,,
4724,11/14/24 02:18:43 PM,0.38346,0.29435,1.77619,0.38599,,,
4725,11/14/24 02:18:44 PM,0.37976,0.29702,1.35122,0.38196,,,
4726,11/14/24 02:18:45 PM,0.38045,0.29332,1.46330,0.38416,,,
4727,11/14/24 02:18:46 PM,0.38167,0.29519,1.74994,0.38343,,,
4728,11/14/24 02:18:47 PM,0.38083,0.29377,2.05886,0.38343,,,
